#Organism/Name,Strain,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Helicobacter pylori","HP15005",SAMN06329550,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636165.1,1.55882,39.1,-,MVUR01,44,1549,1402,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/165/GCF_003636165.1_ASM363616v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/165/GCA_003636165.1_ASM363616v1
"Helicobacter pylori","PZ5009-3A2",SAMN06210232,PRJNA360417,"Proteobacteria","delta/epsilon subdivisions",GCA_001998295.1,1.65822,38.9,-,MSYO01,53,1626,1466,2017/02/13,2019/07/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/998/295/GCF_001998295.1_ASM199829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/998/295/GCA_001998295.1_ASM199829v1
"Helicobacter pylori","ZH126",SAMN10341928,PRJNA499061,"Proteobacteria","delta/epsilon subdivisions",GCA_004014285.1,1.6544,38.8,-,RJIL01,46,1636,1472,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/285/GCF_004014285.1_ASM401428v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/285/GCA_004014285.1_ASM401428v1
"Helicobacter pylori","UM122",SAMN03774844,PRJNA286972,"Proteobacteria","delta/epsilon subdivisions",GCA_001185095.1,1.59372,39.1,-,LFBX01,23,1581,1417,2015/07/22,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/185/095/GCF_001185095.1_ASM118509v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/185/095/GCA_001185095.1_ASM118509v1
"Helicobacter pylori","HP08061",SAMN06329475,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003638135.1,1.64684,38.7,-,MVXO01,43,1634,1473,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/135/GCF_003638135.1_ASM363813v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/135/GCA_003638135.1_ASM363813v1
"Helicobacter pylori","ZH120",SAMN10340844,PRJNA499040,"Proteobacteria","delta/epsilon subdivisions",GCA_004014505.1,1.60148,38.8,-,RJIF01,51,1577,1433,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/505/GCF_004014505.1_ASM401450v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/505/GCA_004014505.1_ASM401450v1
"Helicobacter pylori","HPAS14",SAMN06329599,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003635585.1,1.57792,39,-,MVSU01,36,1564,1418,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/585/GCF_003635585.1_ASM363558v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/585/GCA_003635585.1_ASM363558v1
"Helicobacter pylori","HP14036",SAMN06329537,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636885.1,1.6277,38.9,-,MVVE01,46,1632,1465,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/885/GCF_003636885.1_ASM363688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/885/GCA_003636885.1_ASM363688v1
"Helicobacter pylori","3120",SAMN05410593,PRJNA329328,"Proteobacteria","delta/epsilon subdivisions",GCA_002534455.1,1.63855,38.9,-,MBHL01,41,1626,1482,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/455/GCF_002534455.1_ASM253445v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/455/GCA_002534455.1_ASM253445v1
"Helicobacter pylori","HP13005",SAMN06329510,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003637415.1,1.58002,39,-,MVWF01,38,1581,1443,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/415/GCF_003637415.1_ASM363741v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/415/GCA_003637415.1_ASM363741v1
"Helicobacter pylori","HP16008",SAMN06329581,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636445.1,1.64854,38.9,-,MVTM01,32,1652,1476,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/445/GCF_003636445.1_ASM363644v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/445/GCA_003636445.1_ASM363644v1
"Helicobacter pylori","UM276S",SAMN04076425,PRJNA295613,"Proteobacteria","delta/epsilon subdivisions",GCA_001446295.2,1.62567,38.6,-,LJXI02,27,1622,1456,2015/11/19,2019/07/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/446/295/GCF_001446295.2_ASM144629v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/446/295/GCA_001446295.2_ASM144629v2
"Helicobacter pylori","ZH123",SAMN10341923,PRJNA499058,"Proteobacteria","delta/epsilon subdivisions",GCA_004014545.1,1.60578,39,-,RJII01,42,1584,1439,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/545/GCF_004014545.1_ASM401454v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/545/GCA_004014545.1_ASM401454v1
"Helicobacter pylori","ZH56",SAMN10338968,PRJNA498920,"Proteobacteria","delta/epsilon subdivisions",GCA_004013625.1,1.60568,38.9,-,RJGC01,50,1582,1433,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/625/GCF_004013625.1_ASM401362v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/625/GCA_004013625.1_ASM401362v1
"Helicobacter pylori NQ4191","NQ4191",SAMEA2272109,PRJEA62455,"Proteobacteria","delta/epsilon subdivisions",GCA_000285255.1,1.62906,39.1,-,CADN01,43,1613,1464,2011/03/09,2017/03/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/255/GCF_000285255.1_ASM28525v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/255/GCA_000285255.1_ASM28525v1
"Helicobacter pylori","HP15006",SAMN06329551,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636155.1,1.65231,38.7,-,MVUQ01,36,1633,1473,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/155/GCF_003636155.1_ASM363615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/155/GCA_003636155.1_ASM363615v1
"Helicobacter pylori","HP16062",SAMN07540336,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_004323385.1,1.64543,38.9,-,NYJI01,39,1653,1470,2019/03/04,2019/03/06,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/385/GCF_004323385.1_ASM432338v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/385/GCA_004323385.1_ASM432338v1
"Helicobacter pylori","ZH75",SAMN10338996,PRJNA498942,"Proteobacteria","delta/epsilon subdivisions",GCA_004013395.1,1.61518,39,-,RJGR01,57,1602,1461,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/395/GCF_004013395.1_ASM401339v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/395/GCA_004013395.1_ASM401339v1
"Helicobacter pylori","B247A",SAMN08981257,PRJNA449871,"Proteobacteria","delta/epsilon subdivisions",GCA_003639385.1,1.66912,38.9,-,QDJU01,65,1649,1478,2018/10/12,2019/08/20,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/385/GCF_003639385.1_ASM363938v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/385/GCA_003639385.1_ASM363938v1
"Helicobacter pylori","ANT170",SAMN08381229,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059715.1,1.6346,39,-,QBQU01,53,1617,1478,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/715/GCF_003059715.1_ASM305971v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/715/GCA_003059715.1_ASM305971v1
"Helicobacter pylori","ZH101",SAMN10339072,PRJNA498977,"Proteobacteria","delta/epsilon subdivisions",GCA_004013975.1,1.5793,39,-,RJHO01,52,1558,1411,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/975/GCF_004013975.1_ASM401397v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/975/GCA_004013975.1_ASM401397v1
"Helicobacter pylori","H30A",SAMN05806844,PRJNA342930,"Proteobacteria","delta/epsilon subdivisions",GCA_001940095.1,1.60859,38.7,-,MJNB01,35,1598,1442,2017/01/09,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/940/095/GCF_001940095.1_ASM194009v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/095/GCA_001940095.1_ASM194009v1
"Helicobacter pylori","HP98490",SAMN06329586,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636385.1,1.68768,38.7,-,MVTH01,38,1687,1536,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/385/GCF_003636385.1_ASM363638v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/385/GCA_003636385.1_ASM363638v1
"Helicobacter pylori","22335",SAMN05408280,PRJNA329285,"Proteobacteria","delta/epsilon subdivisions",GCA_002533675.1,1.66625,39.1,-,MBHO01,88,1651,1491,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/675/GCF_002533675.1_ASM253367v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/675/GCA_002533675.1_ASM253367v1
"Helicobacter pylori SA194A","SA194A",SAMEA2271981,PRJEB4099,"Proteobacteria","delta/epsilon subdivisions",GCA_000477055.1,1.5652,38.7,-,CBPW01,46,1524,1378,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/055/GCF_000477055.1_SA194A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/055/GCA_000477055.1_SA194A
"Helicobacter pylori","3125",SAMN05410592,PRJNA329327,"Proteobacteria","delta/epsilon subdivisions",GCA_002534395.1,1.64348,39,-,MBHK01,49,1653,1495,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/534/395/GCF_002534395.1_ASM253439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/534/395/GCA_002534395.1_ASM253439v1
"Helicobacter pylori","UM370",SAMN03777201,PRJNA287183,"Proteobacteria","delta/epsilon subdivisions",GCA_001189765.1,1.58224,38.7,-,LFKL01,23,1583,1420,2015/07/31,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/189/765/GCF_001189765.1_ASM118976v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/189/765/GCA_001189765.1_ASM118976v1
"Helicobacter pylori","KH0173",SAMN12011843,PRJNA547954,"Proteobacteria","delta/epsilon subdivisions",GCA_006438465.1,1.53761,38.9,-,VEXZ01,28,1544,1393,2019/06/24,2019/06/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/438/465/GCF_006438465.1_ASM643846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/438/465/GCA_006438465.1_ASM643846v1
"Helicobacter pylori","HP07036",SAMN06329472,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003637875.1,1.6397,38.8,-,MVXR01,34,1637,1466,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/875/GCF_003637875.1_ASM363787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/875/GCA_003637875.1_ASM363787v1
"Helicobacter pylori SA146A","SA146A",SAMEA2272477,PRJEB4061,"Proteobacteria","delta/epsilon subdivisions",GCA_000477175.1,1.67345,38.9,-,CBPZ01,45,1633,1458,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/175/GCF_000477175.1_SA146A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/175/GCA_000477175.1_SA146A
"Helicobacter pylori","HP15026",SAMN06329560,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636035.1,1.69313,38.6,-,MVUH01,43,1662,1489,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/035/GCF_003636035.1_ASM363603v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/035/GCA_003636035.1_ASM363603v1
"Helicobacter pylori","HP13009",SAMN06329512,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003637365.1,1.65419,38.8,-,MVWD01,46,1642,1498,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/365/GCF_003637365.1_ASM363736v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/365/GCA_003637365.1_ASM363736v1
"Helicobacter pylori","UM171S",SAMN04076429,PRJNA295618,"Proteobacteria","delta/epsilon subdivisions",GCA_001446305.2,1.58257,38.7,-,LJXL02,31,1581,1423,2015/11/19,2019/08/05,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/446/305/GCF_001446305.2_ASM144630v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/446/305/GCA_001446305.2_ASM144630v2
"Helicobacter pylori","22386",SAMN05407971,PRJNA329251,"Proteobacteria","delta/epsilon subdivisions",GCA_002533295.1,1.64248,38.9,-,MBIF01,50,1672,1484,2017/10/13,2019/07/30,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/295/GCF_002533295.1_ASM253329v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/295/GCA_002533295.1_ASM253329v1
"Helicobacter pylori","UM303S",SAMN04158747,PRJNA298384,"Proteobacteria","delta/epsilon subdivisions",GCA_001542385.2,1.58963,38.7,-,LQNA02,35,1586,1423,2016/01/28,2019/07/22,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/385/GCF_001542385.2_ASM154238v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/385/GCA_001542385.2_ASM154238v2
"Helicobacter pylori","ZH13",SAMN10335711,PRJNA498821,"Proteobacteria","delta/epsilon subdivisions",GCA_004012225.1,1.64833,38.8,-,RJEM01,40,1608,1466,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/225/GCF_004012225.1_ASM401222v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/225/GCA_004012225.1_ASM401222v1
"Helicobacter pylori","HP01234",SAMN06329452,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003638595.1,1.65887,38.7,-,MVYL01,45,1632,1488,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/595/GCF_003638595.1_ASM363859v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/595/GCA_003638595.1_ASM363859v1
"Helicobacter pylori","22345",SAMN10419324,PRJNA505429,"Proteobacteria","delta/epsilon subdivisions",GCA_003815595.1,1.66169,38.9,-,RPFQ01,43,1683,1486,2018/11/24,2019/08/23,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/815/595/GCF_003815595.1_ASM381559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/815/595/GCA_003815595.1_ASM381559v1
"Helicobacter pylori SA36C","SA36C",SAMEA2272234,PRJEB4048,"Proteobacteria","delta/epsilon subdivisions",GCA_000476995.1,1.64061,38.5,-,CBQI01,57,1602,1440,2013/09/21,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/995/GCF_000476995.1_SA36C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/995/GCA_000476995.1_SA36C
"Helicobacter pylori","B360",SAMN08999406,PRJNA449871,"Proteobacteria","delta/epsilon subdivisions",GCA_003639865.1,1.64028,38.8,-,QEHB01,46,1615,1460,2018/10/12,2019/08/20,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/865/GCF_003639865.1_ASM363986v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/865/GCA_003639865.1_ASM363986v1
"Helicobacter pylori UM114","UM114",SAMN02230279,PRJNA212355,"Proteobacteria","delta/epsilon subdivisions",GCA_000444495.1,1.70894,38.9,-,AUSS01,36,1682,1505,2013/08/06,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/495/GCF_000444495.1_UM114,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/495/GCA_000444495.1_UM114
"Helicobacter pylori","UM139",SAMN03774873,PRJNA286979,"Proteobacteria","delta/epsilon subdivisions",GCA_001185015.1,1.61754,38.9,-,LFCA01,20,1620,1451,2015/07/22,2017/03/26,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/185/015/GCF_001185015.1_ASM118501v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/185/015/GCA_001185015.1_ASM118501v1
"Helicobacter pylori UM023","UM023",SAMN02230262,PRJNA212345,"Proteobacteria","delta/epsilon subdivisions",GCA_000444325.1,1.62308,38.8,-,AUSK01,34,1614,1434,2013/08/06,2017/03/24,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/325/GCF_000444325.1_UM023,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/325/GCA_000444325.1_UM023
"Helicobacter pylori","KH15",SAMN08093256,PRJNA419585,"Proteobacteria","delta/epsilon subdivisions",GCA_002832475.1,1.60899,39.1,-,PHMJ01,49,1603,1449,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/475/GCF_002832475.1_ASM283247v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/475/GCA_002832475.1_ASM283247v1
"Helicobacter pylori","PIMM-FM-UNAM-53C1",SAMN10715451,PRJNA513874,"Proteobacteria","delta/epsilon subdivisions",GCA_008681235.1,1.65191,38.9,-,SBAM01,33,1628,1479,2019/09/23,2019/09/27,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/681/235/GCF_008681235.1_ASM868123v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/681/235/GCA_008681235.1_ASM868123v1
"Helicobacter pylori","ZH76",SAMN10338997,PRJNA498943,"Proteobacteria","delta/epsilon subdivisions",GCA_004013755.1,1.65653,38.8,-,RJGS01,50,1624,1478,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/755/GCF_004013755.1_ASM401375v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/755/GCA_004013755.1_ASM401375v1
"Helicobacter pylori","ZH86",SAMN10339040,PRJNA498960,"Proteobacteria","delta/epsilon subdivisions",GCA_004013545.1,1.63299,38.9,-,RJHB01,39,1598,1467,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/545/GCF_004013545.1_ASM401354v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/545/GCA_004013545.1_ASM401354v1
"Helicobacter pylori SA301A","SA301A",SAMEA2271915,PRJEB4131,"Proteobacteria","delta/epsilon subdivisions",GCA_000476715.1,1.65766,39,-,CBPH01,51,1633,1451,2013/09/21,2019/02/12,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/715/GCF_000476715.1_SA301A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/715/GCA_000476715.1_SA301A
"Helicobacter pylori","ZH27",SAMN10335769,PRJNA498837,"Proteobacteria","delta/epsilon subdivisions",GCA_004012605.1,1.62088,38.9,-,RJFA01,57,1580,1450,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/605/GCF_004012605.1_ASM401260v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/605/GCA_004012605.1_ASM401260v1
"Helicobacter pylori","ZH115",SAMN10340302,PRJNA499001,"Proteobacteria","delta/epsilon subdivisions",GCA_004014395.1,1.61793,38.8,-,RJIA01,55,1596,1463,2019/01/11,2019/01/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/395/GCF_004014395.1_ASM401439v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/395/GCA_004014395.1_ASM401439v1
"Helicobacter pylori","N6_mut_htrA661",SAMN10411398,PRJNA505142,"Proteobacteria","delta/epsilon subdivisions",GCA_005796125.1,1.66396,38.7,-,VAPP01,41,1647,1489,2019/05/23,2019/05/27,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/796/125/GCF_005796125.1_ASM579612v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/796/125/GCA_005796125.1_ASM579612v1
"Helicobacter pylori","KH10",SAMN08093251,PRJNA419585,"Proteobacteria","delta/epsilon subdivisions",GCA_002832075.1,1.6324,39,-,PHMO01,39,1618,1457,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/075/GCF_002832075.1_ASM283207v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/075/GCA_002832075.1_ASM283207v1
"Helicobacter pylori","HP01102",SAMN06329449,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003638295.1,1.63407,39.2,-,MVYO01,33,1598,1445,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/295/GCF_003638295.1_ASM363829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/295/GCA_003638295.1_ASM363829v1
"Helicobacter pylori","UM229S",SAMN04046444,PRJNA295350,"Proteobacteria","delta/epsilon subdivisions",GCA_001420425.2,1.54248,38.9,-,LJNZ02,24,1539,1393,2015/10/29,2019/07/30,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/420/425/GCF_001420425.2_ASM142042v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/425/GCA_001420425.2_ASM142042v2
"Helicobacter pylori","KH14",SAMN08093255,PRJNA419585,"Proteobacteria","delta/epsilon subdivisions",GCA_002832485.1,1.59409,39.1,-,PHMK01,40,1567,1414,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/485/GCF_002832485.1_ASM283248v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/485/GCA_002832485.1_ASM283248v1
"Helicobacter pylori","B297",SAMN08999402,PRJNA449871,"Proteobacteria","delta/epsilon subdivisions",GCA_003639935.1,1.66887,38.8,-,QEHF01,62,1645,1487,2018/10/12,2019/08/20,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/935/GCF_003639935.1_ASM363993v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/935/GCA_003639935.1_ASM363993v1
"Helicobacter pylori","KH20",SAMN08093261,PRJNA419585,"Proteobacteria","delta/epsilon subdivisions",GCA_002831995.1,1.64766,38.8,-,PHME01,42,1628,1476,2017/12/11,2017/12/13,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/995/GCF_002831995.1_ASM283199v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/995/GCA_002831995.1_ASM283199v1
"Helicobacter pylori","KH0167",SAMN12011841,PRJNA547954,"Proteobacteria","delta/epsilon subdivisions",GCA_006438535.1,1.60873,38.6,-,VEYB01,42,1615,1459,2019/06/24,2019/06/28,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/438/535/GCF_006438535.1_ASM643853v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/438/535/GCA_006438535.1_ASM643853v1
"Helicobacter pylori","GC31-B",SAMN08381220,PRJNA395900,"Proteobacteria","delta/epsilon subdivisions",GCA_003059965.1,1.65631,38.8,-,QBRC01,51,1630,1485,2018/04/22,2019/08/11,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/965/GCF_003059965.1_ASM305996v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/965/GCA_003059965.1_ASM305996v1
"Helicobacter pylori","KH0042",SAMN12011808,PRJNA547954,"Proteobacteria","delta/epsilon subdivisions",GCA_006440285.1,1.6152,38.7,-,VEZI01,48,1593,1436,2019/06/24,2019/06/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/285/GCF_006440285.1_ASM644028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/285/GCA_006440285.1_ASM644028v1
"Helicobacter pylori","HP15002",SAMN06329547,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003636675.1,1.58283,38.8,-,MVUU01,27,1569,1414,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/675/GCF_003636675.1_ASM363667v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/675/GCA_003636675.1_ASM363667v1
"Helicobacter pylori","HP13013",SAMN06329515,PRJNA374603,"Proteobacteria","delta/epsilon subdivisions",GCA_003637305.1,1.66101,38.5,-,MVWA01,38,1653,1511,2018/10/12,2018/10/18,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/305/GCF_003637305.1_ASM363730v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/305/GCA_003637305.1_ASM363730v1
