Name,Strain,PATRIC ID,NCBI Taxon ID,BioSample,BioProject,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP,Completion Date,Sequencing Centers,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,Isolation Country,Host Name
Helicobacter pylori,ZH136,210.5371,210,SAMN10345058,PRJNA499785,GCA_004014295.1,1.58034,39,-,RJIV01,33,1545,1415,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/295/GCF_004014295.1_ASM401429v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/295/GCA_004014295.1_ASM401429v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,33,1580343,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,ZH88,210.5335,210,SAMN10339043,PRJNA498962,GCA_004013595.1,1.64842,38.8,-,RJHD01,35,1621,1460,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/595/GCF_004013595.1_ASM401359v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/595/GCA_004013595.1_ASM401359v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,35,1648419,Switzerland,"Human, Homo sapiens"
Helicobacter pylori C664,C664,1225175.3,1225175,SAMN03013094,PRJNA173201,GCA_002203985.1,1.63154,38.7,-,AMFC01,30,1614,1457,6/20/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/203/985/GCF_002203985.1_HpC664v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/203/985/GCA_002203985.1_HpC664v1.0,2017-06-20T00:00:00Z,"Zhejiang-California International Nanosystems Institute (ZCNI), Zhejiang University",Illumina GAII; 454,2178.0x,Velvet v. Jun-2012; Newbler v. Jun-2012,,,30,1631539,China,"Human, Homo sapiens"
Helicobacter pylori,HP03054,210.5112,210,SAMN06329458,PRJNA374603,GCA_003638245.1,1.64955,38.8,-,MVYF01,44,1636,1479,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/245/GCF_003638245.1_ASM363824v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/245/GCA_003638245.1_ASM363824v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,79x,SPAdes v. 3.8.2,,,44,1649552,Australia,"Human, Homo sapiens"
Helicobacter pylori,JGF25,210.5155,210,SAMN08999424,PRJNA449871,GCA_003639675.1,1.62344,39,-,QEGJ01,43,1618,1454,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/675/GCF_003639675.1_ASM363967v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/675/GCA_003639675.1_ASM363967v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina HiSeq,406x,A5-miseq v. 20160825,,,43,1623437,Spain,"Human, Homo sapiens"
Helicobacter pylori,HP12020,210.5115,210,SAMN06329496,PRJNA374603,GCA_003638345.1,1.59867,39.3,-,MVWT01,33,1583,1434,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/345/GCF_003638345.1_ASM363834v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/345/GCA_003638345.1_ASM363834v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,172x,SPAdes v. 3.8.2,,,33,1598666,Australia,"Human, Homo sapiens"
Helicobacter pylori,HPJ040,210.4975,210,SAMN06329607,PRJNA374603,GCA_003635555.1,1.64712,38.8,-,MVSM01,47,1629,1474,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/635/555/GCF_003635555.1_ASM363555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/635/555/GCA_003635555.1_ASM363555v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,90x,SPAdes v. 3.8.2,,,47,1647118,Australia,"Human, Homo sapiens"
Helicobacter pylori,3699,210.419,210,SAMN08381239,PRJNA395900,GCA_003059245.1,1.6428,39,-,QBQK01,48,1606,1481,4/22/2018,8/11/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/245/GCF_003059245.1_ASM305924v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/245/GCA_003059245.1_ASM305924v1,2018-04-22T00:00:00Z,University of Bath,Illumina,50x,Velvet v. 1.2.08,,,48,1642798,France,"Human, Homo sapiens"
Helicobacter pylori,ZH51,210.5313,210,SAMN10335793,PRJNA498861,GCA_004013155.1,1.54782,39.1,-,RJFX01,34,1521,1389,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/155/GCF_004013155.1_ASM401315v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/155/GCA_004013155.1_ASM401315v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,34,1547824,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,KH43,210.3102,210,SAMN08093282,PRJNA419585,GCA_002831835.1,1.6271,39,-,PHLJ01,34,1615,1453,12/11/2017,12/13/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/835/GCF_002831835.1_ASM283183v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/835/GCA_002831835.1_ASM283183v1,2017-12-11T00:00:00Z,University of Western Australia,Illumina MiSeq,261x,SPAdes v. 3.10.1,,,34,1627102,India,"Human, Homo sapiens"
Helicobacter pylori,ZH09,210.5279,210,SAMN10334430,PRJNA498801,GCA_004012465.1,1.61015,38.9,-,RJEH01,39,1588,1447,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/465/GCF_004012465.1_ASM401246v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/465/GCA_004012465.1_ASM401246v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,39,1610152,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP15054,210.5025,210,SAMN06329574,PRJNA374603,GCA_003636545.1,1.61088,38.9,-,MVTT01,34,1578,1452,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/545/GCF_003636545.1_ASM363654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/545/GCA_003636545.1_ASM363654v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,317x,SPAdes v. 3.8.2,,,34,1610877,Australia,"Human, Homo sapiens"
Helicobacter pylori,ZH01,210.5276,210,SAMN10334307,PRJNA498768,GCA_004012405.1,1.62531,38.9,-,RJDZ01,47,1609,1461,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/405/GCF_004012405.1_ASM401240v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/405/GCA_004012405.1_ASM401240v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina MiSeq,30.0x,Unicycler v. 0.4.6.0,,,47,1625309,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,ZH36,210.5291,210,SAMN10335778,PRJNA498846,GCA_004012705.1,1.51347,38.9,-,RJFJ01,35,1492,1383,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/705/GCF_004012705.1_ASM401270v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/705/GCA_004012705.1_ASM401270v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,35,1513472,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP00248,210.5113,210,SAMN06329447,PRJNA374603,GCA_003638285.1,1.68346,38.7,-,MVYQ01,36,1673,1521,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/285/GCF_003638285.1_ASM363828v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/285/GCA_003638285.1_ASM363828v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,103x,SPAdes v. 3.8.2,,,36,1683463,Australia,"Human, Homo sapiens"
Helicobacter pylori,26024,210.2958,210,SAMN05399447,PRJNA329227,GCA_002533175.1,1.671,38.9,-,MBHY01,43,1666,1507,10/13/2017,7/30/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/533/175/GCF_002533175.1_ASM253317v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/533/175/GCA_002533175.1_ASM253317v1,2017-10-13T00:00:00Z,Universidad de Ciencias Aplicadas y Ambientales UDCA,Illumina MiSeq,106.5x,A5 pipeline v. MAY-2016,,,43,1671004,Colombia,"Human, Homo sapiens"
Helicobacter pylori,ZH99,210.5348,210,SAMN10339070,PRJNA498975,GCA_004013875.1,1.66044,38.8,-,RJHM01,43,1626,1473,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/875/GCF_004013875.1_ASM401387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/875/GCA_004013875.1_ASM401387v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,43,1660443,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,ZH133,210.5312,210,SAMN10343313,PRJNA499100,GCA_004013135.1,1.5982,39,-,RJIS01,37,1563,1420,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/135/GCF_004013135.1_ASM401313v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/135/GCA_004013135.1_ASM401313v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,37,1598200,Switzerland,"Human, Homo sapiens"
Helicobacter pylori SA210C,SA210C,1345591.3,1345591,SAMEA2272420,PRJEB4102,GCA_000476455.1,1.6623,38.9,-,CBOQ01,46,1628,1462,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/455/GCF_000476455.1_SA210C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/455/GCA_000476455.1_SA210C,2013-09-21T00:00:00Z,MHH,,,,,,46,1662295,South Africa,"Human, Homo sapiens"
Helicobacter pylori SA163C,SA163C,1345567.3,1345567,SAMEA2272431,PRJEB4078,GCA_000476135.1,1.61789,39.1,-,CBOW01,35,1591,1418,9/21/2013,3/24/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/135/GCF_000476135.1_SA163C,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/135/GCA_000476135.1_SA163C,2013-09-21T00:00:00Z,MHH,,,,,,35,1617889,South Africa,"Human, Homo sapiens"
Helicobacter pylori SA158A,SA158A,1345558.3,1345558,SAMEA2272553,PRJEB4069,GCA_000476075.1,1.61468,39.1,-,CBOL01,36,1595,1351,9/21/2013,4/2/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/476/075/GCF_000476075.1_SA158A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/476/075/GCA_000476075.1_SA158A,2013-09-21T00:00:00Z,MHH,,,,,,36,1614685,South Africa,"Human, Homo sapiens"
Helicobacter pylori,HP14065,210.5034,210,SAMN06329545,PRJNA374603,GCA_003636725.1,1.63263,38.8,-,MVUW01,34,1621,1469,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/725/GCF_003636725.1_ASM363672v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/725/GCA_003636725.1_ASM363672v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,172x,SPAdes v. 3.8.2,,,34,1632634,Australia,"Human, Homo sapiens"
Helicobacter pylori SA210A,SA210A,1345590.3,1345590,SAMEA2272576,PRJEB4101,GCA_000475995.1,1.65892,38.9,-,CBNW01,45,1648,1125,9/21/2013,10/8/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/475/995/GCF_000475995.1_SA210A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/475/995/GCA_000475995.1_SA210A,2013-09-21T00:00:00Z,MHH,,,,,,45,1658916,South Africa,"Human, Homo sapiens"
Helicobacter pylori,ZH77,210.5326,210,SAMN10338998,PRJNA498944,GCA_004013405.1,1.5996,38.9,-,RJGT01,47,1565,1416,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/405/GCF_004013405.1_ASM401340v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/405/GCA_004013405.1_ASM401340v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,47,1599601,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,ZH66,210.5309,210,SAMN10338986,PRJNA498932,GCA_004013065.1,1.61289,38.9,-,RJGL01,42,1591,1466,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/065/GCF_004013065.1_ASM401306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/065/GCA_004013065.1_ASM401306v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,42,1612893,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,B344,210.5176,210,SAMN08999404,PRJNA449871,GCA_003640095.1,1.54836,39.1,-,QEHD01,24,1552,1402,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/095/GCF_003640095.1_ASM364009v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/095/GCA_003640095.1_ASM364009v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina MiSeq,242x,A5-miseq v. 20160825,,,24,1548362,Spain,"Human, Homo sapiens"
Helicobacter pylori,ZH1111,210.5364,210,SAMN10340296,PRJNA498997,GCA_004014175.1,1.6242,38.9,-,RJHX01,63,1582,1428,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/175/GCF_004014175.1_ASM401417v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/175/GCA_004014175.1_ASM401417v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,63,1624198,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,KH0022,210.6019,210,SAMN12011802,PRJNA547954,GCA_006439955.1,1.62224,38.7,-,VEZO01,43,1611,1445,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/439/955/GCF_006439955.1_ASM643995v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/439/955/GCA_006439955.1_ASM643995v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,9x,SPAdes v. 3.12.0,,,43,1622236,Cambodia,Homo sapiens
Helicobacter pylori,HP13007,210.5068,210,SAMN06329511,PRJNA374603,GCA_003637405.1,1.60682,38.9,-,MVWE01,36,1592,1443,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/405/GCF_003637405.1_ASM363740v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/405/GCA_003637405.1_ASM363740v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,123x,SPAdes v. 3.8.2,,,36,1606819,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP12077,210.507,210,SAMN06329508,PRJNA374603,GCA_003637465.1,1.5989,39,-,MVWH01,27,1583,1443,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/465/GCF_003637465.1_ASM363746v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/465/GCA_003637465.1_ASM363746v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,144x,SPAdes v. 3.8.2,,,27,1598900,Australia,"Human, Homo sapiens"
Helicobacter pylori,B497A,210.5173,210,SAMN08999413,PRJNA449871,GCA_003640045.1,1.61084,39,-,QEGU01,33,1615,1472,10/12/2018,8/20/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/045/GCF_003640045.1_ASM364004v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/045/GCA_003640045.1_ASM364004v1,2018-10-12T00:00:00Z,Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona,Illumina MiSeq,223x,A5-miseq v. 20160825,,,33,1610841,Spain,"Human, Homo sapiens"
Helicobacter pylori,KH28,210.3107,210,SAMN08093268,PRJNA419585,GCA_002831925.1,1.67999,38.7,-,PHLX01,30,1664,1501,12/11/2017,12/13/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/925/GCF_002831925.1_ASM283192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/925/GCA_002831925.1_ASM283192v1,2017-12-11T00:00:00Z,University of Western Australia,Illumina MiSeq,112x,SPAdes v. 3.10.1,,,30,1679991,India,"Human, Homo sapiens"
Helicobacter pylori,KH25,210.3108,210,SAMN08093265,PRJNA419585,GCA_002831955.1,1.6258,38.9,-,PHMA01,37,1626,1447,12/11/2017,12/13/2017,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/955/GCF_002831955.1_ASM283195v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/831/955/GCA_002831955.1_ASM283195v1,2017-12-11T00:00:00Z,University of Western Australia,Illumina MiSeq,280x,SPAdes v. 3.10.1,,,37,1625804,India,"Human, Homo sapiens"
Helicobacter pylori,ZH12,210.527,210,SAMN10335710,PRJNA498820,GCA_004012255.1,1.6426,38.8,-,RJEL01,48,1620,1471,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/255/GCF_004012255.1_ASM401225v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/255/GCA_004012255.1_ASM401225v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina MiSeq,30.0x,Unicycler v. 0.4.6.0,,,48,1642596,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP15025,210.5029,210,SAMN06329559,PRJNA374603,GCA_003636615.1,1.68423,38.7,-,MVUI01,38,1663,1525,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/615/GCF_003636615.1_ASM363661v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/615/GCA_003636615.1_ASM363661v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,192x,SPAdes v. 3.8.2,,,38,1684227,Australia,"Human, Homo sapiens"
Helicobacter pylori,KH0045,210.6032,210,SAMN12011809,PRJNA547954,GCA_006440215.1,1.70746,38.7,-,VEZH01,47,1684,1513,6/24/2019,6/28/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/440/215/GCF_006440215.1_ASM644021v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/440/215/GCA_006440215.1_ASM644021v1,2019-06-24T00:00:00Z,Oita university,Illumina MiSeq,19x,SPAdes v. 3.12.0,,,47,1707464,Cambodia,Homo sapiens
Helicobacter pylori,ZH5,210.5352,210,SAMN10339054,PRJNA498971,GCA_004013925.1,1.61439,39,-,RJHI01,40,1563,1413,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/013/925/GCF_004013925.1_ASM401392v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/013/925/GCA_004013925.1_ASM401392v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,40,1614394,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP12054,210.5079,210,SAMN06329500,PRJNA374603,GCA_003637625.1,1.58045,38.7,-,MVWP01,32,1545,1401,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/625/GCF_003637625.1_ASM363762v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/625/GCA_003637625.1_ASM363762v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,89x,SPAdes v. 3.8.2,,,32,1580448,Australia,"Human, Homo sapiens"
Helicobacter pylori,ZH127,210.5386,210,SAMN10341929,PRJNA499063,GCA_004014595.1,1.66722,39.1,-,RJIM01,42,1630,1478,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/014/595/GCF_004014595.1_ASM401459v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/014/595/GCA_004014595.1_ASM401459v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,42,1667220,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP04057,210.5109,210,SAMN06329463,PRJNA374603,GCA_003638225.1,1.58214,39,-,MVYA01,34,1563,1423,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/225/GCF_003638225.1_ASM363822v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/225/GCA_003638225.1_ASM363822v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,485x,SPAdes v. 3.8.2,,,34,1582137,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP14050,210.5039,210,SAMN06329540,PRJNA374603,GCA_003636825.1,1.58334,39.1,-,MVVB01,32,1576,1430,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/636/825/GCF_003636825.1_ASM363682v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/636/825/GCA_003636825.1_ASM363682v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,121x,SPAdes v. 3.8.2,,,32,1583336,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP13029,210.5056,210,SAMN06329523,PRJNA374603,GCA_003637165.1,1.56469,39.1,-,MVVS01,30,1542,1398,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/165/GCF_003637165.1_ASM363716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/165/GCA_003637165.1_ASM363716v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,141x,SPAdes v. 3.8.2,,,30,1564695,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP08072,210.5089,210,SAMN06329476,PRJNA374603,GCA_003637825.1,1.62999,39.2,-,MVXN01,30,1609,1456,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/825/GCF_003637825.1_ASM363782v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/825/GCA_003637825.1_ASM363782v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,491x,SPAdes v. 3.8.2,,,30,1629992,Australia,"Human, Homo sapiens"
Helicobacter pylori SA164A,SA164A,1345568.3,1345568,SAMEA2272266,PRJEB4079,GCA_000477115.1,1.61675,38.8,-,CBQK01,36,1588,1354,9/21/2013,4/2/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/477/115/GCF_000477115.1_SA164A,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/477/115/GCA_000477115.1_SA164A,2013-09-21T00:00:00Z,MHH,,,,,,36,1616748,South Africa,"Human, Homo sapiens"
Helicobacter pylori,Zh38,210.5294,210,SAMN10335780,PRJNA498848,GCA_004012765.1,1.56026,39,-,RJFL01,40,1535,1378,1/11/2019,1/13/2019,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/012/765/GCF_004012765.1_ASM401276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/765/GCA_004012765.1_ASM401276v1,2019-01-11T00:00:00Z,University Hospital Basel,Illumina,30.0x,Unicycler v. 0.4.6.0,,,40,1560261,Switzerland,"Human, Homo sapiens"
Helicobacter pylori,HP13028,210.5057,210,SAMN06329522,PRJNA374603,GCA_003637175.1,1.6499,38.8,-,MVVT01,38,1640,1462,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/175/GCF_003637175.1_ASM363717v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/175/GCA_003637175.1_ASM363717v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,146x,SPAdes v. 3.8.2,,,38,1649898,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP11020,210.5104,210,SAMN06329484,PRJNA374603,GCA_003638115.1,1.61552,38.9,-,MVXF01,44,1613,1454,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/115/GCF_003638115.1_ASM363811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/115/GCA_003638115.1_ASM363811v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,145x,SPAdes v. 3.8.2,,,44,1615516,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP08073,210.5088,210,SAMN06329477,PRJNA374603,GCA_003637805.1,1.61431,39,-,MVXM01,35,1599,1457,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/637/805/GCF_003637805.1_ASM363780v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/637/805/GCA_003637805.1_ASM363780v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,360x,SPAdes v. 3.8.2,,,35,1614312,Australia,"Human, Homo sapiens"
Helicobacter pylori,HP00260,210.5114,210,SAMN06329448,PRJNA374603,GCA_003638305.1,1.5972,39,-,MVYP01,37,1565,1419,10/12/2018,10/18/2018,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/638/305/GCF_003638305.1_ASM363830v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/638/305/GCA_003638305.1_ASM363830v1,2018-10-12T00:00:00Z,University of Western Australia,Illumina MiSeq,96x,SPAdes v. 3.8.2,,,37,1597197,Australia,"Human, Homo sapiens"
