"Name","NCBI Genome","NCBI Taxonomy","PATRIC","KEGG","BioCYC","RAST Annotation","VFDB","RefSeq FTP","GenBank FTP","BioSample","BioProject","Assembly","Size (Mb)","GC%","Replicons","WGS","Scaffolds","Genes","Proteins","Release Date","Modify Date","Level","Completion Date","Sequencing Centers","Sequencing Platform","Sequencing Depth","Assembly Method","Chromosomes","Plasmids","Contigs","Genome Length","Isolation Country","Host Name"
"Helicobacter pylori B29","372680","210","210.4166","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/035/GCF_003060035.1_ASM306003v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/060/035/GCA_003060035.1_ASM306003v1","SAMN08381206","PRJNA395900","GCA_003060035.1","1.58958","39","-","QBRQ01","62","1570","1431/372680","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","62","1589584","France","Human, Homo sapiens"
"Helicobacter pylori B30","372671","210","210.4178","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/545/GCF_003059545.1_ASM305954v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/545/GCA_003059545.1_ASM305954v1","SAMN08381207","PRJNA395900","GCA_003059545.1","1.59764","39","-","QBRP01","33","1580","1424/372671","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","33","1597644","France","Human, Homo sapiens"
"Helicobacter pylori B31","372679","210","210.4167","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/025/GCF_003060025.1_ASM306002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/060/025/GCA_003060025.1_ASM306002v1","SAMN08381208","PRJNA395900","GCA_003060025.1","1.67869","38.8","-","QBRO01","68","1659","1517/372679","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","68","1678687","France","Human, Homo sapiens"
"Helicobacter pylori B314","410939","210","210.5167","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/915/GCF_003639915.1_ASM363991v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/915/GCA_003639915.1_ASM363991v1","SAMN08999403","PRJNA449871","GCA_003639915.1","1.67798","38.8","-","QEHE01","53","1666","1497/410939","10/12/2018","9/1/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","633x","A5-miseq v. 20160825","","","53","1677976","Spain","Human, Homo sapiens"
"Helicobacter pylori B319","410917","210","210.5131","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/195/GCF_003639195.1_ASM363919v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/195/GCA_003639195.1_ASM363919v1","SAMN08920035","PRJNA449871","GCA_003639195.1","1.64631","38.9","-","QELC01","46","1650","1460/410917","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","714x","A5-miseq v. 20160825","","","46","1646314","Spain","Human, Homo sapiens"
"Helicobacter pylori B344","410943","210","210.5176","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/095/GCF_003640095.1_ASM364009v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/095/GCA_003640095.1_ASM364009v1","SAMN08999404","PRJNA449871","GCA_003640095.1","1.54836","39.1","-","QEHD01","24","1552","1402/410943","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","242x","A5-miseq v. 20160825","","","24","1548362","Spain","Human, Homo sapiens"
"Helicobacter pylori B35","372670","210","210.4179","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/535/GCF_003059535.1_ASM305953v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/535/GCA_003059535.1_ASM305953v1","SAMN08381209","PRJNA395900","GCA_003059535.1","1.63373","38.9","-","QBRN01","54","1639","1457/372670","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","54","1633732","France","Human, Homo sapiens"
"Helicobacter pylori B362","410937","210","210.5163","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/845/GCF_003639845.1_ASM363984v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/845/GCA_003639845.1_ASM363984v1","SAMN08999407","PRJNA449871","GCA_003639845.1","1.5977","39","-","QEHA01","58","1616","1448/410937","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","546x","A5-miseq v. 20160825","","","58","1597704","Spain","Human, Homo sapiens"
"Helicobacter pylori B366","410938","210","210.5164","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/855/GCF_003639855.1_ASM363985v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/855/GCA_003639855.1_ASM363985v1","SAMN08999408","PRJNA449871","GCA_003639855.1","1.62548","38.9","-","QEGZ01","29","1619","1460/410938","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","323x","A5-miseq v. 20160825","","","29","1625481","Spain","Human, Homo sapiens"
"Helicobacter pylori B40","372678","210","210.4161","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/985/GCF_003059985.1_ASM305998v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/985/GCA_003059985.1_ASM305998v1","SAMN08381211","PRJNA395900","GCA_003059985.1","1.60008","39","-","QBRL01","46","1581","1443/372678","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","46","1600079","France","Human, Homo sapiens"
"Helicobacter pylori B400","410936","210","210.5162","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/805/GCF_003639805.1_ASM363980v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/805/GCA_003639805.1_ASM363980v1","SAMN08999410","PRJNA449871","GCA_003639805.1","1.65587","38.9","-","QEGX01","42","1664","1491/410936","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","275x","A5-miseq v. 20160825","","","42","1655874","Spain","Human, Homo sapiens"
"Helicobacter pylori B41","372669","210","210.4181","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/505/GCF_003059505.1_ASM305950v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/505/GCA_003059505.1_ASM305950v1","SAMN08381212","PRJNA395900","GCA_003059505.1","1.68437","39.1","-","QBRK01","65","1660","1507/372669","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","65","1684372","France","Human, Homo sapiens"
"Helicobacter pylori B43","373111","210","210.4163","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/070/765/GCF_003070765.1_ASM307076v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/070/765/GCA_003070765.1_ASM307076v1","SAMN08381213","PRJNA395900","GCA_003070765.1","1.64068","38.9","-","QBRJ01","54","1607","1469/373111","4/24/2018","8/11/2019","Contig","2018-04-24T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","54","1640677","France","Human, Homo sapiens"
"Helicobacter pylori B44","372667","210","210.4160","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/445/GCF_003059445.1_ASM305944v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/445/GCA_003059445.1_ASM305944v1","SAMN08381214","PRJNA395900","GCA_003059445.1","1.61985","38.9","-","QBRI01","55","1616","1467/372667","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","55","1619848","France","Human, Homo sapiens"
"Helicobacter pylori B444A","410927","210","210.5147","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/495/GCF_003639495.1_ASM363949v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/495/GCA_003639495.1_ASM363949v1","SAMN08981261","PRJNA449871","GCA_003639495.1","1.6446","38.9","-","QDJQ01","129","1667","1463/410927","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","29x","A5-miseq v. 20160825","","","129","1644603","Spain","Human, Homo sapiens"
"Helicobacter pylori B464A","410926","210","210.5145","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/485/GCF_003639485.1_ASM363948v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/485/GCA_003639485.1_ASM363948v1","SAMN08981262","PRJNA449871","GCA_003639485.1","1.649","38.9","-","QDJP01","60","1633","1489/410926","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","670x","A5-miseq v. 20160825","","","60","1649000","Spain","Human, Homo sapiens"
"Helicobacter pylori B47","372666","210","210.4184","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/059/425/GCF_003059425.1_ASM305942v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/059/425/GCA_003059425.1_ASM305942v1","SAMN08381215","PRJNA395900","GCA_003059425.1","1.59581","39","-","QBRH01","51","1569","1424/372666","4/22/2018","8/11/2019","Contig","2018-04-22T00:00:00Z","University of Bath","Illumina","50x","Velvet v. 1.2.08","","","51","1595814","France","Human, Homo sapiens"
"Helicobacter pylori B491","410920","210","210.5137","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/325/GCF_003639325.1_ASM363932v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/325/GCA_003639325.1_ASM363932v1","SAMN08981263","PRJNA449871","GCA_003639325.1","1.68415","38.8","-","QDJO01","60","1696","1523/410920","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","742x","A5-miseq v. 20160825","","","60","1684150","Spain","Human, Homo sapiens"
"Helicobacter pylori B497A","410942","210","210.5173","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/045/GCF_003640045.1_ASM364004v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/045/GCA_003640045.1_ASM364004v1","SAMN08999413","PRJNA449871","GCA_003640045.1","1.61084","39","-","QEGU01","33","1615","1472/410942","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","223x","A5-miseq v. 20160825","","","33","1610841","Spain","Human, Homo sapiens"
"Helicobacter pylori B508A-S1","394560","210","210.4854","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/382/545/GCF_003382545.1_ASM338254v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/545/GCA_003382545.1_ASM338254v1","SAMN08981264","PRJNA449871","GCA_003382545.1","1.58055","39","-","QDJN01","34","1575","1441/394560","8/13/2018","8/17/2019","Contig","2018-08-13T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","780x","A5-miseq v. 20160825","","","34","1580553","Spain","Human, Homo sapiens"
"Helicobacter pylori B508A-T2A","394559","210","210.4853","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/382/515/GCF_003382515.1_ASM338251v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/515/GCA_003382515.1_ASM338251v1","SAMN08981265","PRJNA449871","GCA_003382515.1","1.5785","39","-","QDJM01","42","1563","1427/394559","8/13/2018","8/17/2019","Contig","2018-08-13T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","794x","A5-miseq v. 20160825","","","42","1578500","Spain","Human, Homo sapiens"
"Helicobacter pylori B508A-T4","394558","210","210.4852","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/382/505/GCF_003382505.1_ASM338250v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/382/505/GCA_003382505.1_ASM338250v1","SAMN08981266","PRJNA449871","GCA_003382505.1","1.58526","39","-","QDJL01","25","1577","1430/394558","8/13/2018","8/17/2019","Contig","2018-08-13T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","297x","A5-miseq v. 20160825","","","25","1585256","Spain","Human, Homo sapiens"
"Helicobacter pylori B518","410916","210","210.5130","","","N/A","","-","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/165/GCA_003639165.1_ASM363916v1","SAMN08920036","PRJNA449871","GCA_003639165.1","1.83586","38.9","-","QELB01","346","1989","1780/410916","10/12/2018","10/12/2018","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","508x","A5-miseq v. 20160825","","","346","1835857","Spain","Human, Homo sapiens"
"Helicobacter pylori B528A","410935","210","210.5161","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/795/GCF_003639795.1_ASM363979v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/795/GCA_003639795.1_ASM363979v1","SAMN08999414","PRJNA449871","GCA_003639795.1","1.57338","39.1","-","QEGT01","22","1571","1418/410935","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","207x","A5-miseq v. 20160825","","","22","1573376","Spain","Human, Homo sapiens"
"Helicobacter pylori B572A","410941","210","210.5172","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/640/025/GCF_003640025.1_ASM364002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/640/025/GCA_003640025.1_ASM364002v1","SAMN08999415","PRJNA449871","GCA_003640025.1","1.66158","38.9","-","QEGS01","45","1632","1509/410941","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","730x","A5-miseq v. 20160825","","","45","1661578","Spain","Human, Homo sapiens"
"Helicobacter pylori B630","410934","210","210.5158","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/735/GCF_003639735.1_ASM363973v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/735/GCA_003639735.1_ASM363973v1","SAMN08999416","PRJNA449871","GCA_003639735.1","1.61379","39","-","QEGR01","54","1603","1460/410934","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","476x","A5-miseq v. 20160825","","","54","1613788","Spain","Human, Homo sapiens"
"Helicobacter pylori B657-A1","410925","210","210.5144","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/455/GCF_003639455.1_ASM363945v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/455/GCA_003639455.1_ASM363945v1","SAMN08981269","PRJNA449871","GCA_003639455.1","1.62566","38.9","-","QDJI01","32","1609","1460/410925","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","898x","A5-miseq v. 20160825","","","32","1625656","Spain","Human, Homo sapiens"
"Helicobacter pylori B657-A4","410919","210","210.5134","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/265/GCF_003639265.1_ASM363926v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/265/GCA_003639265.1_ASM363926v1","SAMN08981270","PRJNA449871","GCA_003639265.1","1.5897","39","-","QDJH01","23","1575","1446/410919","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","195x","A5-miseq v. 20160825","","","23","1589699","Spain","Human, Homo sapiens"
"Helicobacter pylori B657-C1","410918","210","210.5133","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/245/GCF_003639245.1_ASM363924v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/245/GCA_003639245.1_ASM363924v1","SAMN08981271","PRJNA449871","GCA_003639245.1","1.5862","39","-","QDJG01","34","1570","1439/410918","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","842x","A5-miseq v. 20160825","","","34","1586198","Spain","Human, Homo sapiens"
"Helicobacter pylori B659-A1","410924","210","210.5143","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/445/GCF_003639445.1_ASM363944v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/445/GCA_003639445.1_ASM363944v1","SAMN08981272","PRJNA449871","GCA_003639445.1","1.55651","39.2","-","QDJF01","48","1539","1405/410924","10/12/2018","9/1/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","850x","A5-miseq v. 20160825","","","48","1556506","Spain","Human, Homo sapiens"
"Helicobacter pylori B712A","410940","210","210.5170","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/985/GCF_003639985.1_ASM363998v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/985/GCA_003639985.1_ASM363998v1","SAMN08999419","PRJNA449871","GCA_003639985.1","1.56633","39.1","-","QEGO01","38","1554","1420/410940","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina HiSeq","846x","A5-miseq v. 20160825","","","38","1566326","Spain","Human, Homo sapiens"
"Helicobacter pylori BCS100H1","163752","981210","981210.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/035/GCF_000285035.1_ASM28503v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/285/035/GCA_000285035.1_ASM28503v1","SAMEA2272805","PRJEA62405","GCA_000285035.1","1.5484","38.9","-","CADC01","31","1541","1345/163752","3/9/2011","4/2/2019","Contig","2011-03-09T00:00:00Z","MHH Hannover Medical School","","","","","","31","1548400","","Human, Homo sapiens"
"Helicobacter pylori BMG112","410933","210","210.5156","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/639/685/GCF_003639685.1_ASM363968v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/639/685/GCA_003639685.1_ASM363968v1","SAMN08999420","PRJNA449871","GCA_003639685.1","1.56843","39.1","-","QEGN01","19","1561","1432/410933","10/12/2018","8/20/2019","Contig","2018-10-12T00:00:00Z","Facultat de Farmacia i Ciencies de l'Alimentacio; Universitat de Barcelona","Illumina MiSeq","166x","A5-miseq v. 20160825","","","19","1568426","Spain","Human, Homo sapiens"
"Helicobacter pylori C333","321881","1225482","1225482.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/204/015/GCF_002204015.1_HpC333v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/204/015/GCA_002204015.1_HpC333v1.0","SAMN03013095","PRJNA173329","GCA_002204015.1","1.60224","38.6","-","AMFG01","20","1579","1419/321881","6/20/2017","7/30/2019","Contig","2017-06-20T00:00:00Z","Zhejiang-California International Nanosystems Institute (ZCNI), Zhejiang University","Illumina GAII; 454","2954.0x","Velvet v. Jun-2012; Newbler v. Jun-2012","","","20","1602237","China","Human, Homo sapiens"
"Helicobacter pylori C664","321880","1225175","1225175.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/203/985/GCF_002203985.1_HpC664v1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/203/985/GCA_002203985.1_HpC664v1.0","SAMN03013094","PRJNA173201","GCA_002203985.1","1.63154","38.7","-","AMFC01","30","1614","1457/321880","6/20/2017","7/30/2019","Contig","2017-06-20T00:00:00Z","Zhejiang-California International Nanosystems Institute (ZCNI), Zhejiang University","Illumina GAII; 454","2178.0x","Velvet v. Jun-2012; Newbler v. Jun-2012","","","30","1631539","China","Human, Homo sapiens"
"Helicobacter pylori CCHI 33","163786","1200325","1200325.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/349/485/GCF_000349485.1_ASM34948v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/485/GCA_000349485.1_ASM34948v1","SAMN01178404","PRJNA168620","GCA_000349485.1","1.65933","39.2","-","AOTU01","11","1638","1477/163786","3/27/2013","3/23/2017","Contig","2013-03-27T00:00:00Z","IGS","Illumina; 454","30x from 454; 30x from Illumina","Celera Assembler v. 7.0","","","11","1659327","Canada","Human, Homo sapiens"
"Helicobacter pylori CG-IMSS-2012","163815","1292040","1292040.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/305/GCF_000472305.1_CGIMSS2012","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/472/305/GCA_000472305.1_CGIMSS2012","SAMN02471329","PRJNA188779","GCA_000472305.1","1.59905","39","-","AWUL01","45","1589","1343/163815","9/30/2013","4/2/2019","Contig","2013-09-30T00:00:00Z","INSTITUTO POLITECNICO NACIONAL","454","35.0x","Newbler v. 2.3; AMOS assembler v. 3.1.0","","","45","1599050","Mexico","Human, Homo sapiens"
"Helicobacter pylori CPY1313","163732","992014","992014.3","","","N/A","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/275/205/GCF_000275205.1_ASM27520v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/205/GCA_000275205.1_ASM27520v1","SAMN00777156","PRJNA64055","GCA_000275205.1","1.58144","38.8","-","AKNK01","5","1574","1376/163732","6/28/2012","2/12/2019","Contig","2012-06-28T00:00:00Z","Institute for Genome Sciences","Illumina;454","53.36x","Celera Assembler v. 6.1","","","5","1581437","Japan","Human, Homo sapiens"
